Time,LeftEncoder,RightEncoder,EstimatedDistance
0.031999999999996476,233.40876,312.51164,9.0076866
0.06400000000000006,233.37108,312.54932,9.007686600000001
0.09599999999999653,233.3334,312.587,9.007686600000001
0.1280000000000001,233.28944,312.62468,9.00758298
0.1599999999999966,233.25176,312.66236,9.00758298
0.19200000000000017,233.21408,312.70632,9.007686600000001
0.22399999999999665,233.1764,312.74399999999997,9.0076866
0.2560000000000002,233.13872,312.78168,9.0076866
0.2879999999999967,233.10104,312.81936,9.0076866
0.3200000000000003,233.05708,312.85704,9.00758298
0.35199999999999676,233.0194,312.901,9.007686600000001
0.38400000000000034,232.98172,312.93868,9.0076866
0.4159999999999968,232.94404,312.97636,9.0076866
0.4480000000000004,232.90636,313.01404,9.007686600000001
0.4799999999999969,232.86868,313.05172,9.0076866
0.5120000000000005,232.82472,313.0894,9.00758298
0.5439999999999969,232.78704,313.13336,9.0076866
0.5759999999999934,232.74936,313.17104,9.0076866
0.607999999999997,232.71168,313.20872,9.007686600000001
0.6399999999999935,232.674,313.2464,9.0076866
0.671999999999997,232.63004,313.28408,9.00758298
0.7039999999999935,232.59236,313.32176,9.00758298
0.7359999999999971,232.55468,313.36572,9.0076866
0.7679999999999936,232.517,313.4034,9.0076866
0.7999999999999972,232.47932,313.44108,9.0076866
0.8319999999999936,232.44164,313.47876,9.007686600000001
0.8639999999999972,232.39768,313.51644,9.00758298
0.8959999999999937,232.36,313.5604,9.007686600000001
0.9279999999999973,232.32232,313.59808,9.0076866
0.9599999999999937,232.28464,313.63576,9.0076866
0.9919999999999973,232.24696,313.67344,9.007686600000001
1.0239999999999938,232.20928,313.71112,9.007686600000001
1.0559999999999974,232.16532,313.7488,9.00758298
1.0879999999999939,232.12764,313.79276,9.0076866
1.1199999999999974,232.08996,313.83044,9.007686600000001
1.151999999999994,232.05228,313.86812,9.0076866
1.1839999999999975,232.0146,313.9058,9.007686600000001
1.215999999999994,231.97064,313.94348,9.00758298
1.2479999999999976,231.93296,313.98116,9.00758298
1.279999999999994,231.89528,314.02512,9.007686600000001
1.3119999999999976,231.8576,314.0628,9.0076866
1.343999999999994,231.81992,314.10048,9.0076866
1.3759999999999977,231.78224,314.13816,9.0076866
1.4079999999999941,231.73828,314.17584,9.00758298
1.4399999999999977,231.7006,314.2198,9.007686600000001
1.4719999999999942,231.66291999999999,314.25748,9.0076866
1.5039999999999978,231.62524,314.29516,9.0076866
1.5359999999999943,231.58756,314.33284,9.0076866
1.5679999999999978,231.54988,314.37052,9.0076866
1.5999999999999943,231.50592,314.4082,9.00758298
1.631999999999998,231.46824,314.45216,9.0076866
1.6639999999999944,231.43055999999999,314.48984,9.0076866
1.695999999999998,231.39288,314.52752,9.0076866
1.7279999999999944,231.3552,314.5652,9.0076866
1.759999999999998,231.31752,314.60288,9.007686600000001
1.7919999999999945,231.27356,314.64056,9.00758298
1.823999999999998,231.23588,314.68452,9.007686600000001
1.8559999999999945,231.19819999999999,314.7222,9.0076866
1.8879999999999981,231.16052,314.75988,9.0076866
1.9199999999999946,231.12284,314.79756,9.0076866
1.9519999999999982,231.07888,314.83524,9.00758298
1.9839999999999947,231.0412,314.8792,9.007686600000001
2.0159999999999982,231.00352,314.91688,9.0076866
2.0479999999999947,230.96584,314.95456,9.0076866
2.0799999999999983,230.92816,314.99224,9.0076866
2.1119999999999948,230.89048,315.02992,9.007686600000001
2.1439999999999984,230.84652,315.0676,9.00758298
2.175999999999995,230.80884,315.11156,9.0076866
2.2079999999999984,230.77116,315.14924,9.007686600000001
2.239999999999995,230.73348,315.18692,9.0076866
2.2719999999999985,230.6958,315.2246,9.0076866
2.303999999999995,230.65812,315.26228,9.0076866
2.3359999999999985,230.61416,315.29996,9.00758298
2.367999999999995,230.57648,315.34392,9.007686600000001
2.3999999999999986,230.5388,315.3816,9.0076866
2.431999999999995,230.50112,315.41928,9.0076866
2.4639999999999986,230.46344,315.45696,9.0076866
2.495999999999995,230.41948,315.49464,9.00758298
2.5279999999999987,230.3818,315.53232,9.00758298
2.559999999999995,230.34412,315.57628,9.0076866
2.5919999999999987,230.30644,315.61396,9.007686600000001
2.6239999999999952,230.26876,315.65164,9.0076866
2.655999999999999,230.23108,315.68932,9.0076866
2.6879999999999953,230.18712,315.727,9.00758298
2.719999999999999,230.14944,315.77096,9.0076866
2.7519999999999953,230.11176,315.80864,9.007686600000001
2.783999999999999,230.07408,315.84632,9.007686600000001
2.8159999999999954,230.0364,315.884,9.0076866
2.847999999999999,229.99872,315.92168,9.0076866
2.8799999999999955,229.95476,315.95936,9.00758298
2.911999999999999,229.91708,316.00332,9.0076866
2.9439999999999955,229.8794,316.041,9.0076866
2.975999999999999,229.84172,316.07868,9.0076866
3.0079999999999956,229.80404,316.11636,9.0076866
3.039999999999999,229.76008,316.15404,9.00758298
3.0719999999999956,229.7224,316.19172,9.007582979999999
3.103999999999999,229.68472,316.23568,9.0076866
3.1359999999999957,229.64704,316.27336,9.007686600000001
3.1679999999999993,229.60936,316.31104,9.0076866
3.1999999999999957,229.57168,316.34872,9.007686600000001
3.2319999999999993,229.52772,316.3864,9.007582979999999
3.263999999999996,229.49004,316.43036,9.0076866
3.2959999999999994,229.45236,316.46804,9.0076866
3.327999999999996,229.41468,316.50572,9.0076866
3.3599999999999994,229.377,316.5434,9.007686600000001
3.391999999999996,229.33932,316.58108,9.0076866
3.4239999999999995,229.29536,316.61876,9.00758298
3.455999999999996,229.25768,316.66272,9.0076866
3.4879999999999995,229.22,316.7004,9.0076866
3.519999999999996,229.18232,316.73808,9.007686600000001
3.5519999999999996,229.14464,316.77576,9.007686600000001
3.583999999999996,229.10696,316.81344,9.0076866
3.6159999999999997,229.063,316.85112,9.00758298
3.647999999999996,229.02532,316.89508,9.0076866
3.6799999999999997,228.98764,316.93276,9.0076866
3.711999999999996,228.94996,316.97044,9.007686600000001
3.7439999999999998,228.91228,317.00812,9.007686600000001
3.7759999999999962,228.86832,317.0458,9.00758298
3.808,228.83064,317.08976,9.007686600000001
3.8399999999999963,228.79296,317.12744,9.0076866
3.872,228.75528,317.16512,9.007686600000001
3.9039999999999964,228.7176,317.2028,9.0076866
3.936,228.67992,317.24048,9.0076866
3.9679999999999964,228.63596,317.27816,9.007582980000002
4.0,228.59828,317.32212,9.0076866
4.0319999999999965,228.5606,317.3598,9.0076866
4.064,228.52292,317.39748,9.0076866
4.0959999999999965,228.48524,317.43516,9.0076866
4.128,228.44756,317.47284,9.007686600000001
4.159999999999997,228.4036,317.51052,9.00758298
4.192,228.36592,317.55448,9.0076866
4.223999999999997,228.32824,317.59216,9.0076866
4.256,228.29056,317.62984,9.0076866
4.287999999999997,228.25288,317.66752,9.007686600000001
4.32,228.20892,317.7052,9.00758298
4.351999999999997,228.17124,317.74288,9.00758298
4.384,228.13356,317.78684,9.0076866
4.415999999999997,228.09588,317.82452,9.0076866
4.448,228.0582,317.8622,9.0076866
4.479999999999997,228.02052,317.89988,9.0076866
4.5120000000000005,227.97656,317.93756,9.00758298
4.543999999999997,227.93888,317.98152,9.007686600000001
4.5760000000000005,227.9012,318.0192,9.0076866
4.607999999999997,227.86352,318.05688,9.0076866
4.6399999999999935,227.82584,318.09456,9.007686600000001
4.671999999999997,227.78816,318.13224,9.007686600000001
4.7039999999999935,227.7442,318.16992,9.00758298
4.735999999999997,227.70652,318.21388,9.0076866
4.767999999999994,227.66884,318.25156,9.0076866
4.799999999999997,227.63116,318.28924,9.007686600000001
4.831999999999994,227.59348,318.32692,9.0076866
4.863999999999997,227.54952,318.3646,9.00758298
4.895999999999994,227.51184,318.40228,9.00758298
4.927999999999997,227.47416,318.44624,9.0076866
4.959999999999994,227.43648,318.48392,9.0076866
4.991999999999997,227.3988,318.5216,9.0076866
5.023999999999994,227.36112,318.55928,9.0076866
5.055999999999997,227.31716,318.59696,9.007582980000002
5.087999999999994,227.27948,318.64092,9.0076866
5.119999999999997,227.2418,318.6786,9.007686600000001
5.151999999999994,227.20412,318.71628,9.0076866
5.1839999999999975,227.16644,318.75396,9.0076866
5.215999999999994,227.12876,318.79164,9.0076866
5.2479999999999976,227.0848,318.82932,9.00758298
5.279999999999994,227.04712,318.87328,9.007686600000001
5.311999999999998,227.00944,318.91096,9.007686600000001
5.343999999999994,226.97176,318.94864,9.0076866
5.375999999999998,226.93408,318.98632,9.0076866
5.407999999999994,226.89012,319.024,9.00758298
5.439999999999998,226.85244,319.06168,9.00758298
5.471999999999994,226.81476,319.10564,9.007686600000001
5.503999999999998,226.77708,319.14332,9.0076866
5.535999999999994,226.7394,319.181,9.0076866
5.567999999999998,226.70172,319.21868,9.007686600000001
5.599999999999994,226.65776,319.25636,9.00758298
5.631999999999998,226.62008,319.30032,9.0076866
5.663999999999994,226.5824,319.338,9.0076866
5.695999999999998,226.54472,319.37568,9.0076866
