time,true_x,true_z,est_x,est_z
12.544,-0.9486445561285785,-1.7728763604262998,-5.0,5.0
12.576,-0.9486345203377788,-1.7728775635181515,-5.0,5.0
12.608,-0.9486254827857897,-1.7728782296954777,-5.0,5.0
12.64,-0.9486156731525042,-1.7728793393802453,-5.0,5.0
12.672,-0.94860676400106,-1.7728799549291123,-5.0,5.0
12.704,-0.948596021808026,-1.7728815495401,-5.0,5.0
12.736,-0.9485865515208552,-1.7728824088175557,-5.0,5.0
12.768,-0.9485771932656138,-1.7728832739432936,-5.0,5.0
12.8,-0.948567696330053,-1.7728842174562847,-5.0,5.0
12.832,-0.948557800810724,-1.7728853592020744,-5.0,5.0
12.864,-0.9485480832235188,-1.7728863926099259,-5.0,5.0
12.896,-0.9485379889306543,-1.7728876281997448,-5.0,5.0
12.928,-0.9485290628330195,-1.7728882519994773,-5.0,5.0
12.96,-0.9485194335975763,-1.7728892928804105,-5.0,5.0
12.992,-0.9485102414997865,-1.7728900790948587,-5.0,5.0
13.024,-0.948500244962155,-1.772891298271062,-5.0,5.0
13.056,-0.9484899921710936,-1.7728926107975225,-5.0,5.0
13.088,-0.94848151793613,-1.7728930055422658,-5.0,5.0
13.12,-0.9484710126802733,-1.772894524122605,-5.0,5.0
13.152,-0.9484625658076219,-1.772894896908767,-5.0,5.0
13.184,-0.9484529424590245,-1.772895970903821,-5.0,5.0
13.216,-0.9484428156083045,-1.7728972469079338,-5.0,5.0
13.248,-0.9484334636580705,-1.77289810441222,-5.0,5.0
13.28,-0.9484243019286871,-1.772898904037409,-5.0,5.0
13.312,-0.948414262549599,-1.7729001626186827,-5.0,5.0
13.344,-0.9484044812671246,-1.7729012486944724,-5.0,5.0
13.376,-0.9483950541191803,-1.7729021680916413,-5.0,5.0
