Step,True_X,True_Z,True_Theta,Est_X,Est_Z,Est_Theta,RMSE
204,0.2716493252594338,-1.5671059492536372,-1.5109943934641334,0.3584238537755757,-0.9311441091904994,2.0535362977422493,0.6418545636012031
205,0.2719518697103527,-1.5619950012400947,-1.510969077237381,0.5139246780271042,-1.0009197255411633,2.276843471178279,0.6110288904506295
206,0.2722545435256277,-1.5568840590980129,-1.510943760268896,0.3387496026777187,-0.8419252244346468,-1.3299693447274985,0.7180443775664834
207,0.2725573467072491,-1.5517731228309,-1.5109184425581166,0.3488974367168474,-0.7015328584933139,2.6945401158522153,0.8536605393501107
208,0.2728602792572101,-1.5466621924423367,-1.5108931241044647,0.4794905436900446,-0.6253040786745081,0.18206107086172482,0.9442440574265712
209,0.27316334117753416,-1.5415512679359706,-1.5108678049073405,0.3033490374351532,-0.8069029648018922,-1.3995832929954797,0.7352681861445782
210,0.2734665324703013,-1.5364403493155108,-1.5108424849661206,0.2918464756158318,-0.8327324902961342,-2.2045728299183676,0.7039478483209305
211,0.27376985313767344,-1.531329436584718,-1.5108171642801382,0.3101079246669205,-0.8904023196522527,-1.467678674758699,0.6419564040196397
212,0.2740733031819181,-1.5262185297474,-1.5107918428486942,0.3007458483300792,-0.8717271892451914,-1.950590937719457,0.6550346093582068
213,0.2743768826054297,-1.5211076288073964,-1.5107665206710328,0.3140546498086969,-0.9184541520718122,0.5958432431493843,0.6039582255683946
214,0.2746805914107493,-1.5159967337685736,-1.5107411977463536,0.4816425690956875,-0.7868538266632346,0.7957663493403812,0.7579463300190099
215,0.27498442960058017,-1.5108858446348095,-1.5107158740737898,0.427770399082514,-0.7909560997534262,2.999439034119212,0.7359635792860324
216,0.27528839717780174,-1.505774961409986,-1.5106905496524168,0.4987885641934948,-0.9106367573810598,-0.849665460418323,0.6357214850473583
217,0.27559249414547937,-1.5006640840979761,-1.5106652244812466,0.4113353492373118,-0.9753820244904201,0.8344373087564145,0.5425378925513298
218,0.2758967205068709,-1.4955532127026314,-1.5106398985592198,0.5093748546516651,-0.7393438679414295,0.5728920384206352,0.7914320010132904
219,0.2762010762654299,-1.490442347227775,-1.5106145718852213,0.12187322496609099,-0.8143164818355959,0.5958883772331425,0.6935151559547881
220,0.2765055614248046,-1.4853314876771864,-1.510589244458048,0.25100635906244984,-0.9132061165807066,-2.119307024527542,0.5726933294298101
221,0.27681017598883384,-1.4802206340545954,-1.5105639162764455,0.3777076535829708,-0.7805950944340523,1.7563850386991355,0.7068636337188351
222,0.2771149199615395,-1.475109786363672,-1.510538587339084,0.2592980119766901,-0.7286235801626545,1.082687605210485,0.7466988002257192
223,0.27741979334711464,-1.469998944608018,-1.5105132576445712,0.2524514833205734,-0.7829415102828038,2.5799676626401675,0.6875109705067457
224,0.27772479614990997,-1.464888108791163,-1.5104879271914575,0.43282355613165613,-0.9280423145870683,2.2355048796769657,0.5588014245709297
225,0.2780299283744165,-1.4597772789165568,-1.5104625959782387,0.30740185038060425,-0.6609214067271814,-0.8720241429164287,0.7993956556885867
226,0.2783351900252454,-1.4546664549875676,-1.5104372640033532,0.3914703097927472,-0.9143019911519424,-2.669254579795495,0.5520808899981684
227,0.278640581107107,-1.4495556370074782,-1.5104119312651996,0.3653215770571503,-0.7029486401745944,2.5510786195544375,0.7516219813035734
228,0.27894610162478667,-1.4444448249794886,-1.510386597762141,0.4196858882147171,-0.7305344227267054,0.5172477040694525,0.7276508434504214
229,0.2792517515831201,-1.4393340189067119,-1.5103612634924994,0.3817302467003083,-0.8825300531827296,-2.3335679924197925,0.5661558956748902
230,0.2795575309869676,-1.4342232187921824,-1.5103359284545776,0.37558835045001776,-0.9199395217320063,-2.0837322606904953,0.5231726668592578
231,0.27986343984118817,-1.4291124246388567,-1.5103105926466596,0.23401802770679322,-0.8331859533813156,2.9452546459763176,0.5976873438171812
232,0.2801694781506138,-1.4240016364496209,-1.5102852560670228,0.4748836648696154,-0.8002162665872735,-2.3918386465264727,0.6534690521852949
233,0.2804756459200243,-1.4188908542272953,-1.5102599187139367,0.4248949031482971,-0.8745098147435019,1.7774894555518674,0.5632118944125928
234,0.28078194315412325,-1.413780077974646,-1.5102345805856854,0.48597400046352657,-0.9382909596314543,-0.11242571015936507,0.5178741951918935
235,0.2810883698575158,-1.4086693076943906,-1.5102092416805513,0.2593355008613474,-0.835243078093194,0.38970879663394103,0.5738386777694657
236,0.2813949260346881,-1.4035585433892106,-1.510183901996851,0.4586282943665932,-0.7755530904556432,3.0199599897619125,0.652535451730071
237,0.28170160828369184,-1.3984477838837943,-1.5101585642228164,0.28301946986670024,-0.6985571971242293,-0.04892396333426622,0.6998918274946495
238,0.28200842660750186,-1.3933370021877476,-1.510133319046167,0.41872269883457935,-0.7182445751772372,-2.0957706192052092,0.6887964701111068
239,0.2823154486671689,-1.3882261996177765,-1.5101082195786986,0.3702857612676379,-1.051709713268164,1.212974094518657,0.3478248431094494
240,0.28262262822703416,-1.3831153987830682,-1.5100831724635517,0.38341324847546354,-0.9454995336961627,0.5337703411650052,0.44907281648505937
241,0.28292993954275947,-1.3780046074123065,-1.510058143087529,0.3411394740613878,-0.8129779936302769,2.638074354267137,0.5680170985022037
242,0.28323737118611364,-1.3728938280643526,-1.510033115532335,0.3764083959130878,-0.8585229898336059,1.3145310226500435,0.5227410439891585
243,0.28354491901075035,-1.3677830610489436,-1.5100080831838378,0.1760886389688069,-0.8917511076249494,-2.50864930316262,0.4880095007283326
244,0.2838526333627529,-1.362672308768665,-1.5099833791647554,0.5201948210844395,-1.0189788868549552,2.6177712245472793,0.4171124524200018
245,0.28416076569637577,-1.3575615844992233,-1.5099606185376038,0.4024980148881185,-0.7684935284481793,-1.6165583413819296,0.6008368157878015
246,0.2844693718071429,-1.3524508899749457,-1.509940195599303,0.36706020161229747,-0.8861427079597058,-0.2138828508916686,0.47356579878857596
247,0.2847784355655912,-1.3473402235815586,-1.5099221010156934,0.5760938562682565,-0.8089938042403783,-0.9353463896558714,0.6121123602384131
248,0.28508792176481706,-1.342229582998999,-1.5099062116765243,0.2501326158712867,-0.7718414476588156,2.224230366910612,0.5714582209986673
249,0.2853977915361855,-1.3371189658701057,-1.5098923731457685,0.464090958436731,-0.7506189576487996,-1.010791433508795,0.6131178577896246
250,0.2857080046812839,-1.3320083698212406,-1.5098804127077703,0.6341317396440544,-0.9001904819710266,-1.4308887136893291,0.5548565466432085
251,0.28601852123877286,-1.326897792497046,-1.5098701488613224,0.41451228369824195,-0.8322339533862634,2.905276086600628,0.5110801901021098
252,0.28632930255176414,-1.3217872315993293,-1.5098613981705502,0.4129597633382316,-0.8805630486556717,0.31791849887301604,0.4590360042668672
253,0.28664031197702117,-1.3166766849230458,-1.5098539801761894,0.2769714121899966,-0.8501520640486773,2.0059064817917176,0.46662480592555816
254,0.2869515153373897,-1.3115661503860867,-1.5098477208827286,0.4272292097707175,-1.0038710748678086,-2.4637180788342583,0.3381628173731242
255,0.2872628811896524,-1.3064556260517846,-1.509842455192664,0.3720066806648939,-0.807715680799647,-2.2846296596580182,0.5058883716192784
256,0.2875743809589018,-1.301345110144209,-1.5098380285532322,0.3587842217460115,-0.8831489910451835,-2.331986670668986,0.42421555305576886
257,0.2878859889756841,-1.2962346010569483,-1.5098342980056965,0.3233528659564896,-0.9118539187641455,-1.119019091656089,0.38601348199596897
258,0.28819768244192545,-1.291124097356311,-1.5098311327750755,0.5300832127362181,-0.9032952992994442,1.188412471705229,0.45707744023084873
259,0.28850944134462336,-1.2860135977799418,-1.5098284145023797,0.41339041248819225,-0.8985876061148909,-0.5862406697350392,0.4070554703862964
260,0.2888212483314773,-1.2809031012318068,-1.5098260371968908,0.3080233753501142,-0.7461559500688196,-3.021878945863979,0.5350918027394651
261,0.28913308855931497,-1.2757926067744159,-1.509823906969257,0.27568172907210464,-0.7620452359897294,-2.3694655298067757,0.5139234379362673
262,0.2894449495238302,-1.2706821136190358,-1.5098219415943621,0.3876302956205233,-1.089604989473253,-3.0756037372762406,0.20598370585324144
263,0.289756820877444,-1.2655716211145505,-1.5098200699443842,0.3824763788603921,-0.6157332107202942,1.3438907054088798,0.6564197407576093
264,0.29006869424081466,-1.260461128735502,-1.5098182313259694,0.43087506113352053,-0.7211961259234196,-2.470605495340252,0.5573447552596494
265,0.2903805710977146,-1.2553506365630636,-1.5098164603455824,0.44167056433309504,-0.7354461795132251,-0.20094993071400227,0.5414695804137558
266,0.29069246132234333,-1.2502401451887202,-1.5098148426036007,0.4418073510268639,-0.6813682354451164,-1.6975483824765445,0.5886008491208149
267,0.29100436513334443,-1.2451296546174775,-1.5098133551527333,0.4849285393023012,-1.0184439789575606,-1.9295616129367947,0.29831691349386297
268,0.2913162821014946,-1.2400191648208194,-1.5098119801092282,0.3176233643076716,-0.7228508392009717,1.5873831801512661,0.517836981683077
269,0.29162821157530866,-1.2349086757598537,-1.509810703073592,0.20221915904112397,-0.9787980884108625,-1.4386602670613382,0.27126852310451705
270,0.2919401528017696,-1.2297981873910173,-1.5098095121597712,0.3959484796745325,-0.8259384639417732,-2.622514668580536,0.4170376581117962
271,0.29225210499897736,-1.2246876996695748,-1.5098083973613263,0.24206777968823104,-0.7877022438721284,-1.1374300837434863,0.4398576532077131
272,0.29256406739900115,-1.2195772125517264,-1.5098073501243616,0.4519767658570338,-0.8403805407495542,2.229368258280995,0.4113423444474395
273,0.29287603927171757,-1.2144667259958024,-1.5098063630500476,0.4391366312069421,-0.7379284969529923,-2.328775443179376,0.4984785296203839
274,0.29318801993675503,-1.209356239962875,-1.5098054296803842,0.34804297760486635,-0.8553259881608948,-0.30491357605910613,0.35825477745836665
275,0.2935000087681862,-1.2042457544170067,-1.5098045443389299,0.34786998353562676,-0.7932817774167324,-2.927508135174139,0.41454491258257414
276,0.2938120051949429,-1.199135269325281,-1.509803702008924,0.32210559553598284,-0.8086819467042751,-2.366305586389225,0.39147710584422424
277,0.29412400869882416,-1.1940247846577068,-1.509802898237633,0.27475000200075256,-0.9289703832949064,2.9354133641431925,0.2657615243358778
278,0.2944360188112574,-1.1889143003870533,-1.509802129059619,0.3680601132912327,-0.9933059920790818,-0.9492112140433346,0.2090050658886113
279,0.2947480351095075,-1.1838038164886562,-1.5098013909340342,0.26166060912418376,-0.7377175774709898,-0.3470298773579041,0.44731164795840145
280,0.29506005721274525,-1.1786933329402125,-1.5098006806925584,0.25311774645781004,-0.7275210727603698,-3.0082470375799004,0.45311760701527726
281,0.29537208477820204,-1.1735828497215766,-1.5097999954955754,0.3702113696332675,-0.7140057744706007,1.466996379441599,0.4656307621429869
282,0.29568411749753243,-1.1684723668145662,-1.509799332794874,0.38168154672832416,-0.8678608529244757,-1.4352760006681162,0.3126704976770228
283,0.2959961550934401,-1.1633618842027802,-1.50979869030157,0.5017957278534949,-0.7768644223736859,-0.8285810523208735,0.4378741282018764
284,0.29630819731658475,-1.15825140187143,-1.5097980659582948,0.44624867571433424,-1.0953745754089812,1.2750830011099852,0.16259041290351314
285,0.2966202439427669,-1.1531409198071838,-1.509797457914918,0.3126087162834967,-0.6054586710909892,-1.2182748613985854,0.5479155745245958
286,0.2969322947703791,-1.1480304379980264,-1.5097968645072124,0.33430222433676776,-0.806386241889798,-2.342272316449635,0.34368192907139367
287,0.2972443496181024,-1.1429199564331294,-1.509796284238024,0.4933170730643364,-1.0396461126287888,2.546696206628764,0.22160776090594547
288,0.2975564083228306,-1.1378094751027343,-1.5097957157605797,0.3081823974097653,-0.9231853764429622,-1.4640984750912929,0.21488698278303242
289,0.29786847073780054,-1.1326989939980452,-1.5097951578636268,0.3860512370590793,-1.0781400083165467,2.4460912914363506,0.10369610983381784
290,0.2981805367309101,-1.1275885131111343,-1.5097946094581807,0.4362023452887589,-0.845239432604217,1.779861379127171,0.3142785753128602
291,0.2984926061832068,-1.1224780324348536,-1.509794069565662,0.339473886014799,-0.7747100714040025,2.1746352568902765,0.3501742709226233
292,0.2988046789875292,-1.1173675519627564,-1.5097935373072444,0.47426008046380536,-0.6250407437044351,-1.547532006225008,0.5226569467987842
293,0.2991167550472886,-1.1122570716890263,-1.5097930118942875,0.3515750407160034,-0.7703064071318041,-2.7265238417189153,0.34595104961023954
294,0.2994288342753756,-1.1071465916084129,-1.5097924926197122,0.39320955398585566,-0.8474429043437282,-1.5809526535085814,0.2761174180820341
295,0.2997409165931813,-1.1020361117161743,-1.5097919788502043,0.44242598825275803,-0.8816864260841693,2.8014688973300275,0.2625128827936298
296,0.3000530019297205,-1.0969256320080254,-1.5097914700191664,0.32858500222390374,-0.7757910097608591,1.6186855339463122,0.3223996287941682
297,0.30036509022084873,-1.0918151524800905,-1.5097909656203208,0.30869027140171706,-0.8664116018526242,0.20706540517880917,0.22555724168636895
298,0.3006771814085623,-1.0867046731288634,-1.509790465201892,0.22224012777665966,-0.847889527509888,-1.199078720641258,0.2513663564589868
299,0.30098927544037485,-1.0815941939511684,-1.5097899683613116,0.45082179178645254,-0.9642436215443161,1.394935020699168,0.19031799651849407
300,0.30130137226876136,-1.0764837149441278,-1.509789474740383,0.36786921890144536,-0.9564683573445888,-1.202969802000463,0.13724053433682687
301,0.3013438001216966,-1.0763265618910278,-1.4849076992199677,0.17746203065906732,-0.726258712197982,-1.3211498844073666,0.37134107259217225
302,0.30134349678141154,-1.0763889007969023,-1.4599946732855487,0.5381298313242683,-0.8887207415176906,-0.9403378182570256,0.302137561771934
303,0.301343350328059,-1.076433597983125,-1.4350693489359259,0.45006795999584787,-0.8473881467076607,-1.321908676992589,0.27309490707594175
304,0.3013443852409496,-1.0764622569335944,-1.4101355226782035,0.31871748223854024,-1.0128439894354302,2.606685339824853,0.06594777068829298
305,0.3013464209541874,-1.076481040886104,-1.3851958517960354,0.292457263296248,-0.8826508636932807,-2.952014823726684,0.19403390094122472
306,0.30134911759341193,-1.0764930783045632,-1.3602520543134524,0.3664606903424941,-0.8757827578385408,1.374706699741244,0.211007463487509
307,0.3013523944979019,-1.0765016014439241,-1.3353050695514546,0.2746021789574575,-0.720872944633251,1.5333543853726073,0.3566333068803638
308,0.3013560205864115,-1.076507308000406,-1.3103555622654266,0.2594344174746641,-0.8787160509644055,1.2880877053758415,0.20218506910091075
309,0.30135988044814027,-1.076511960469542,-1.28540387942923,0.42262166812560087,-0.8035149651963494,-2.075628889808466,0.2987168903475748
310,0.3013638431503844,-1.076515512671752,-1.2604502534279736,0.4290851320687933,-0.6267669561930813,0.1988086862553727,0.46753234294284685
311,0.301367844461194,-1.0765187098065254,-1.2354948494311397,0.3001891726791509,-0.8948314553766367,-2.5776666380618773,0.18169107762749637
312,0.301371736387587,-1.076521813451476,-1.210537716558186,0.2918517251331701,-0.9109474246592599,-1.4807277212600998,0.16584784845815806
313,0.30137560561358223,-1.0765245228939693,-1.185578945696613,0.3560074153305557,-0.8357258867058139,0.3039272374848619,0.24691824117109532
314,0.3013792056832431,-1.076527676079258,-1.1606185595291068,0.27066557403709024,-0.9629511660372941,-1.766576102215818,0.11765606997604443
315,0.3013826878140404,-1.0765305593861036,-1.1356565478120193,0.3563249688025064,-0.8268015414959633,-1.9505020370043258,0.2557014599422334
316,0.30138593982742,-1.0765336425248606,-1.1106929850503882,0.4548487392546382,-1.0283848385290815,0.6833515756322049,0.16083885766276307
317,0.3013888256745936,-1.0765370625273323,-1.085727811725957,0.34767718776011286,-0.8638188167622552,2.351436913435053,0.2176962667248381
318,0.301391563927245,-1.0765402669049224,-1.06076104109873,0.3225839856764608,-0.9370631774238233,2.6759938779229118,0.14107791191293972
319,0.30139391918764985,-1.0765438157759537,-1.035792717275415,0.2128219443656242,-0.5808646814457602,2.8749165256589024,0.5035303356643009
320,0.3013940077686657,-1.0765509474958566,-1.0108226347410898,0.2756110512168337,-0.8188188430747915,-1.496169834772779,0.2590185292558516
321,0.30138139597949354,-1.0765749229078576,-0.9858432775802163,0.42167012129607145,-0.9184497942539075,-0.6061537512290914,0.19867796493349585
322,0.3014068311264431,-1.0765333857347998,-0.9603850404640732,0.4460064213059363,-0.6848396894448863,-0.877655860427486,0.41753202654806304
323,0.30145416926796603,-1.0764566815896868,-0.9347191260308552,0.2569749898327163,-1.0230296137422146,0.4196415236482084,0.06951869519784976
324,0.3015054799056197,-1.0763786804942157,-0.9090499837527632,0.19390880034049718,-0.7147145839227886,2.640447181879246,0.3773300467790316
325,0.3015609875308647,-1.0763001583396938,-0.8833790157541227,0.31819064166079675,-0.749297445234745,-0.5294054916617076,0.32742528884385014
326,0.3016209045860257,-1.0762213243866499,-0.8577069358883401,0.3037006435763619,-0.99344209633397,1.2323615949369724,0.0828053495328986
327,0.3016852510378983,-1.0761424249102047,-0.8320341274055787,0.3023398999482406,-0.8169611207868076,-1.9649909591466668,0.25918213088926617
328,0.3017539242459538,-1.0760637478033799,-0.8063608074803014,0.2527861421330598,-0.9661280742270323,1.125139560676379,0.12034822811217918
329,0.30182675179744295,-1.0759856004786679,-0.7806871060627949,0.22986954281413707,-0.7683444904329431,0.24877607344691996,0.3159444452982722
330,0.3019030392296912,-1.075908693784497,-0.75501307186585,0.3760336870884568,-0.9196355070021675,-1.647075520061713,0.17296433695726177
331,0.3019378023917961,-1.0758734193249615,-0.7296583767974854,0.32797697441424756,-0.7278749969073581,0.02801508395683998,0.3489712602561356
332,0.30189096452145,-1.0759118336285132,-0.7043645482872144,0.1439556655713564,-0.7995001716063245,0.9952283164991684,0.3183503817436444
333,0.3017862122104047,-1.0759965426720663,-0.6786891420796795,0.26793079194121705,-0.9541204613688518,-3.075250091571219,0.12649098258544397
334,0.30168053421953084,-1.0760772203287456,-0.6530154187750657,0.3946738401668246,-0.8583100720339715,-1.7842177796759862,0.23679165067089072
335,0.301575828461674,-1.0761527853674013,-0.6273428311991347,0.29684136983034326,-0.8191851772054279,-0.5760719088177816,0.2570112190995118
336,0.30147134764839983,-1.0762238852840857,-0.6016709843811731,0.32315687937177273,-0.8901649231215659,-2.439942612194756,0.18731844459934904
337,0.3013665318474027,-1.0762909904500693,-0.5759996295308885,0.6147146524390708,-0.6635914929393888,-2.0997781422294306,0.5181774984731571
338,0.3012610173616507,-1.0763544051774645,-0.5503286079213277,0.41971250743724275,-0.9110509244048981,0.6724860364181252,0.2033617374450128
339,0.3011545743714372,-1.0764143235879777,-0.5246578170384459,0.340337622834522,-0.7670190260680941,1.3738014835198453,0.31186657630191433
340,0.30104706317001645,-1.0764708675546493,-0.49898718953884946,0.35521085087821574,-0.8893132665594627,1.1042463857476728,0.19483758238382123
341,0.30093840524346693,-1.0765241113082584,-0.47331668013753087,0.30779569437391197,-1.0270651108830535,-0.2862764182038908,0.04993210527585371
342,0.3008285641316967,-1.0765740974607476,-0.44764625742639796,0.43329101610294074,-0.9206962215100069,1.7093505001206293,0.20455858181251813
343,0.30071753267203205,-1.0766208475297596,-0.421975898760711,0.33207574712997784,-0.9827113184993348,-1.6919963000278264,0.09900675359139256
344,0.30060532441586674,-1.0766643689223883,-0.396305587055203,0.37119982762526754,-0.8984771743157914,0.407431710103817,0.19166183815551627
345,0.30049196778399667,-1.076704659622705,-0.3706353087694983,0.25758268831864684,-0.7594514522437767,0.5121295837448132,0.3201418495861682
346,0.3003775020280942,-1.0767417113769033,-0.34496505263470767,0.1895185457769186,-0.8172463352219583,1.216157858330277,0.28218355449404997
347,0.300261974390416,-1.076775511884823,-0.3192948088424249,0.20739207932332704,-0.8594413812615012,-0.21001907607515305,0.2363449634402376
348,0.3001450820865813,-1.07680623167592,-0.2936245606660242,0.33322893098194173,-0.7642598259996973,1.5995191729337315,0.3142925337306901
349,0.3000253740814188,-1.076834563413627,-0.2679543105040189,0.2809952893480467,-0.7816538640774854,-1.5526267301380308,0.29579349111421116
350,0.2999046190259176,-1.0768595652450683,-0.2422841177147707,0.2878609999407127,-0.9414941034892396,0.9642717902817556,0.13590017291025883
351,0.2997833085185032,-1.0768810363265175,-0.2166139570361016,0.2500208485857838,-0.8915615412762391,1.0408661251136127,0.19188438619190903
352,0.29966139683181886,-1.0768990242911145,-0.19094380288029422,0.3753028821899623,-0.7163031018518055,-3.005465283635567,0.36844409832027764
353,0.2995388673871808,-1.0769135556866998,-0.1652736380979461,0.4144933181936348,-0.8156207905960534,0.5017908245770827,0.2854617922751294
354,0.29941573141011174,-1.0769246410929112,-0.13960345027694174,0.5360878759975486,-0.9730584173344445,2.376100345648131,0.25846062845520684
355,0.29929175607462316,-1.0769322849519358,-0.11393326860812797,0.3435087270504831,-0.8653129093814013,1.4912974158039218,0.21618950168577336
356,0.2991675140188703,-1.0769364327655466,-0.08826320920655978,0.3208465271515126,-0.7947653534046072,0.6661091736289732,0.2830026459913809
357,0.2990430571718052,-1.076937077054853,-0.06259291207018605,0.3635449641372909,-0.8968938339633109,-2.3643909679517514,0.1912487003487979
358,0.2989184458539085,-1.0769365797941797,-0.03692231007746617,0.34239820153902867,-1.0128499587031423,-0.49368894052469015,0.07744407115657037
359,0.2987937459197028,-1.0769360230085754,-0.01125152710681934,0.2713901106285589,-0.820941426946939,0.7878777419201615,0.25745716622368553
360,0.2986690286862042,-1.0769354088467242,0.014419301791343904,0.4835136891412851,-0.8665539056343231,-1.5520386809250375,0.2800498623328776
361,0.2985443700096072,-1.0769347335186403,0.04009006950031779,0.11925253372309479,-0.9596050039451215,0.2193880769977944,0.21427045526806682
362,0.29841984860382414,-1.0769339945876637,0.06576068863952911,2.3078159525143445,-3.028849243597564,1.683302290102353,2.801364996163149
363,0.2982993034150132,-1.0769333731276105,0.09143158681214394,0.42601217299465804,-0.8884971896961389,0.2009026017593816,0.22763737013611493
364,0.2981789137939154,-1.0769341938130843,0.11710407579374318,0.37206934057894786,-0.903488134202806,-1.7448312020171317,0.18852938965796934
365,0.2980584683764557,-1.0769280804990915,0.14277721779923677,0.3124358005745012,-0.8058091017774216,-0.6579661174533344,0.2714999232121701
366,0.2979378290541478,-1.0769182798400552,0.16845043215999025,0.12571288021079874,-0.9214720595088735,0.7776597139162306,0.23200206986004346
367,0.29781718073577623,-1.0769050248266114,0.1941235555929006,0.4412579886347186,-0.829017932265802,1.961577006840274,0.2863970600913225
368,0.29769864260473344,-1.0768885507466273,0.21979648504544394,0.23950331623186666,-0.7339514325516953,-2.80462721557817,0.3478398525866311
369,0.2975832614531059,-1.076869088154463,0.24546916690237658,0.29480452804340473,-0.9584627422095429,1.8888057927436666,0.118438946801254
370,0.29746753131748643,-1.0768462342094642,0.27114167112665927,0.25291501070327954,-0.7422083217543852,1.7555613064694768,0.33759066862899584
371,0.2973518187062058,-1.0768200029939554,0.2968140016705254,0.5828362059730925,-0.9732993532386809,0.082183144408556,0.30367393747061
372,0.2972365229573089,-1.0767904451751968,0.32248617289770914,0.36046049446818496,-0.9860736789214326,-1.9390458010681455,0.11057487170758175
373,0.2971219338125048,-1.0767576083476542,0.348158200242929,0.4348735081811189,-1.2046410540602939,1.690749605895038,0.18796188956373439
374,0.2970082660490556,-1.0767215367401102,0.373830097176834,0.4908300589017084,-0.7030274858963106,0.8703282597561927,0.42096808788869605
375,0.2968956862481494,-1.0766822725704532,0.399501874602341,0.34333499456093625,-0.8485174876118299,2.3419677023970586,0.23284281919738242
376,0.29678432985895353,-1.0766398571055014,0.4251735411157091,0.5694677493951431,-0.8271107149698006,-0.18566486258361503,0.36962283488027137
377,0.29667431200932576,-1.0765943314388684,0.4508451035018413,0.39667951628193965,-0.9681493928176368,1.2126925647140634,0.1475172721892929
378,0.29656573437693445,-1.0765457370578422,0.4765165672208325,0.3555625579968341,-0.9395400549944615,1.6077741445845513,0.14916830130724726
379,0.2964586895676877,-1.0764941162528123,0.5021879368079974,0.09350445861947498,-0.769682941704303,-0.5359832548952806,0.3678634484256575
380,0.296353263909418,-1.0764395124089943,0.5278592161765883,0.49671212622120064,-0.9123572149314083,1.1574778497145037,0.2589723422537528
381,0.2962495392340554,-1.0763819702103095,0.5535304088361899,0.5229476541316347,-0.795856375832693,0.10609792971756711,0.3606752616953803
382,0.29614759401202395,-1.0763215357778884,0.5792015180454548,0.4214099289875235,-0.9144442626428776,2.8077423121962664,0.20468244702744087
383,0.29604750407064734,-1.0762582567600618,0.6048725469165834,0.2904780519175374,-0.9001512551193398,-1.6418043805440978,0.17619504767209276
384,0.29594934304478426,-1.0761921823864047,0.6305434984855869,0.3365197825486015,-0.7725315965901949,0.4108233936399662,0.3063587960670139
385,0.2958531826547971,-1.0761233634951481,0.6562143757589327,0.15113092637492667,-0.8656317763799053,-0.744442941043188,0.25544322208473325
386,0.295759092873046,-1.076051852540811,0.681885181744185,0.21419898235311302,-0.8061765676030777,1.4677755607627212,0.28193034786671406
387,0.2956671420183971,-1.0759777035870544,0.7075559194700245,0.5756785726257406,-0.6368206925920582,-0.06828972618135529,0.5208313369765978
388,0.2955773968042923,-1.0759009722883879,0.7332265919993474,0.46603099997772635,-0.8487342449251712,-1.5797107296420776,0.28400555074808054
389,0.2954899223569601,-1.0758217158633447,0.758897202437967,0.36843497120924845,-0.9358294993284727,1.0082061776714317,0.1578568998885042
390,0.29540478221456,-1.07573999306098,0.784567753940617,0.36284055186474484,-0.7330610221641286,1.637037043863643,0.3492512850702741
391,0.2953220383143107,-1.0756558641220113,0.8102382497153885,0.3145050173663073,-0.8177790899238169,-1.8045897169056095,0.25858928314254614
392,0.29524175097223704,-1.0755693907355104,0.835908693027357,0.18085701363538817,-0.5878260580837475,-2.9576937023805425,0.500976473181993
393,0.2951639788585969,-1.0754806359917546,0.8615790872018961,0.48814921283774415,-0.8954052017400578,0.029409594795240544,0.2639516291954331
394,0.29508877897103997,-1.0753896643316423,0.8872494356280025,0.3750338671137991,-0.9056817886112996,1.6704794790276383,0.18759525633572088
395,0.2950162066068909,-1.0752965414929039,0.9129197417618531,0.5889592813661648,-1.0011168169261773,1.7262231035835853,0.3031586428517774
396,0.2949463153355283,-1.0752013344532254,0.9385900091307293,0.387122383648059,-0.8385859257435501,2.8270853903067503,0.25393558082396217
397,0.29487915697155964,-1.0751041113703028,0.9642602413374143,0.39745425984347776,-0.9216578497611251,1.6381172507537547,0.1845735813463476
398,0.2948147815493263,-1.0750049415187715,0.9899304420651192,0.4015693781020613,-0.78363828922899,-1.132304483277533,0.31030802431083154
399,0.29475323729917263,-1.0749038952238943,1.0156006150829937,0.3310905953083471,-0.6151320108253722,-0.9865367912139856,0.46120558243635223
400,0.2946945706258542,-1.0748010437918272,1.0412707642522498,0.2992055496720963,-0.935514907812567,2.197634483751215,0.13935916406174587
401,0.2972315002696487,-1.0790811092014072,1.0412698267864149,0.39405450354282207,-0.744341275988018,-1.946948044415362,0.34846154723665645
402,0.29988042325269937,-1.0836220661467038,1.0412815164252796,0.4432580606568375,-0.9723849115838493,-2.1792951455832608,0.18146859635439094
403,0.3025066227382253,-1.0881178729363608,1.041305634398471,0.4730892646386454,-1.1587226012299923,2.9422615140702,0.18461707769094518
404,0.30511119212117827,-1.092572468751315,1.0413277318904524,0.33010423218061213,-0.6853617305258888,0.5856022041053828,0.4079770059421352
405,0.3077079793274184,-1.0970114691107262,1.0413454745118795,0.21598937902283968,-0.8207993497973965,-2.0387192634107043,0.2910419840802906
406,0.3103004017527294,-1.1014416398696063,1.0413604012535698,0.3001659861578743,-0.9746706260601955,3.1104239936973115,0.1271754548712725
407,0.3128900935550024,-1.105866335904376,1.0413735389118783,0.13336401403453046,-0.9519055458456046,1.8593387139969462,0.23650272324755994
408,0.3154780604629206,-1.1102876212863473,1.0413855397121423,0.36257962763583673,-1.0550450148187624,-0.7262573010744784,0.07259685392272297
409,0.31806493155737026,-1.1147067847169732,1.0413968189570764,0.29284288069723613,-0.7948546534216943,-2.9448063490146206,0.32084503696289823
410,0.3206511007083765,-1.1191246315572574,1.0414076415034077,0.4078289989986867,-0.7593185307633841,-0.9585842145257627,0.37021671507214066
