Step,True_X,True_Z,True_Theta,Est_X,Est_Z,Est_Theta
85,-0.760826256501284,-2.6064897352360368,-1.5676327911853754,-0.7678179684865543,-2.601828222970788,-1.9872177018526977
86,-0.7608224260336658,-2.6064904271899163,-1.5675940288222179,-0.7732008873729289,-2.602162019058116,-1.7319609834767382
87,-0.760818823131015,-2.6064910097176086,-1.5675587646040368,-0.7791113408927038,-2.608817959640752,-2.1644449219084185
88,-0.7608154249109264,-2.6064915062426386,-1.567526683395323,-0.7757694994568417,-2.6110663315830114,-2.2146728541226883
89,-0.7608122054163337,-2.6064919326013114,-1.567497407742324,-0.7720818561666906,-2.612239694231947,-2.6502711310495775
90,-0.7608091416711665,-2.6064923012770786,-1.5674705979064725,-0.7696560615538796,-2.6091795611375725,-2.770129105531263
91,-0.7608062137062989,-2.606492622465831,-1.567445954602637,-0.7716043693965144,-2.6050234338491585,3.024776398138438
92,-0.7608034041790532,-2.6064929045347887,-1.5674232146986633,-0.7683793177278878,-2.607547993766048,2.7338827244938066
93,-0.7608006980168978,-2.6064931543567,-1.5674021469109636,-0.7751740986947034,-2.605719939817681,2.62252764680207
94,-0.7607980821098899,-2.606493377579717,-1.5673825479735388,-0.7752745082580039,-2.6070870949594465,2.5711448589409867
95,-0.7607955450466123,-2.606493578847949,-1.567364239261109,-0.7708966627839995,-2.6123003381674255,2.6082936823152147
96,-0.7607930768872291,-2.6064937619819633,-1.5673470638157116,-0.7725171270934098,-2.6061644142179805,2.5436065445761695
97,-0.7607906689681648,-2.606493930126566,-1.5673308837294058,-0.7715601280001547,-2.612380462000891,2.6401349223796737
98,-0.7607883137337609,-2.606494085871837,-1.567315577840973,-0.7713601659144186,-2.6188798973898093,2.691568891843083
99,-0.7607860045909904,-2.606494231352283,-1.5673010397093798,-0.7675573726336747,-2.61272319867622,2.5538917042581586
100,-0.7607837357839138,-2.6064943683280952,-1.5672871758310785,-0.7616569880713231,-2.601494809896055,2.600420380140743
101,-0.760781502285064,-2.606494498251768,-1.567273904072093,-0.7525943773944219,-2.599545961209537,2.7232452782847822
102,-0.7607792997013754,-2.6064946223227268,-1.5672611522892252,-0.7556394201562255,-2.6005606388834543,2.585445873039237
103,-0.7607771241926223,-2.606494741532151,-1.567248857117739,-0.7548931923491665,-2.5910073029638445,2.5008893657363576
104,-0.7607749724006374,-2.6064948566997606,-1.5672369629055802,-0.7598295045069865,-2.5985172486910737,2.4791468720584224
105,-0.760772841387825,-2.606494968504018,-1.5672254207765193,-0.7532009426161582,-2.608003437570244,2.3658824163789944
106,-0.7607707285837094,-2.6064950775069424,-1.5672141878067243,-0.7543090374641059,-2.597441014903301,2.3940898618352913
107,-0.7607686317384277,-2.6064951841744985,-1.5672032263010873,-0.7607640974677209,-2.5973119846523507,2.3720820070723354
108,-0.7607665488822374,-2.606495288893365,-1.5671925031572926,-0.7546949823136601,-2.60213315103179,2.4317267335570047
109,-0.760764478290236,-2.6064953919847267,-1.5671819893070467,-0.7591948464905224,-2.6001164913334325,2.3506253576718636
110,-0.7607624184516039,-2.6064954937156277,-1.5671716592251141,-0.7583625180215786,-2.595717582523609,2.306600212105918
111,-0.7607603680427749,-2.6064955943083223,-1.5671614904979834,-0.7539480462436706,-2.592674903121126,2.262565076417615
112,-0.7607583259040195,-2.60649569394798,-1.5671514634449422,-0.7548663575788254,-2.599294403855926,2.069684551055707
113,-0.7607562910189976,-2.6064957927890395,-1.567141560785225,-0.7589214500510498,-2.5965317807788284,2.0943156507253526
114,-0.7607542624968963,-2.6064958909604505,-1.5671317673456109,-0.7668377259287491,-2.5920613119314844,2.1815303831493704
115,-0.7607522395568195,-2.6064959885700048,-1.5671220698036168,-0.7575430932745341,-2.591121869896971,2.195638433144692
116,-0.7607502215141383,-2.6064960857079105,-1.567112456461919,-0.7608567512302457,-2.601300454317329,2.147471299939804
117,-0.7607482077685565,-2.6064961824497517,-1.5671029170502533,-0.7674579458003381,-2.5996881730433907,2.246230820074837
118,-0.7607461977936649,-2.606496278858936,-1.5670934425514182,-0.7692206942751082,-2.5970046271171157,2.1558094527959177
119,-0.7607441911278051,-2.6064963749887204,-1.5670840250484837,-0.7624991073544257,-2.593658506398143,2.0769428617875483
120,-0.7607421873660672,-2.606496470883895,-1.5670746575905967,-0.755580379314022,-2.5978405112394256,1.899740779962152
121,-0.7607401861532869,-2.606496566582174,-1.5670653340751566,-0.7575993082666697,-2.5908991553140486,1.7605044354074115
122,-0.7607381871779103,-2.6064966621153562,-1.5670560491443273,-0.7559518642171794,-2.5974255380684244,1.4496336428912744
123,-0.7607361901666213,-2.6064967575102864,-1.5670467980941885,-0.755753854006164,-2.6061888651973293,1.313829390984038
124,-0.7607341948796325,-2.606496852789657,-1.5670375767949378,-0.757901451785031,-2.6024897539772276,1.1313425513385091
125,-0.760732201106561,-2.6064969479726736,-1.5670283816208423,-0.7607276496651506,-2.6005829849324797,1.0113516159131255
126,-0.7607302086628118,-2.606497043075614,-1.5670192093887219,-0.764093647507615,-2.5990593542515197,1.0213784705907507
127,-0.7607282173864102,-2.606497138112289,-1.5670100573039338,-0.7665680232253765,-2.604657732680196,1.111433591125926
128,-0.7607262271352219,-2.606497233094434,-1.5670009229129545,-0.7699146064552151,-2.6029256971442214,1.0901122668133065
129,-0.7607242377845185,-2.6064973280320327,-1.5669918040617363,-0.7644543904189136,-2.601068385920162,1.0468626324045083
130,-0.7607222492248407,-2.6064974229335864,-1.5669826988591549,-0.7552434726313352,-2.601445575213198,1.105090173557533
131,-0.7607202613601255,-2.6064975178063463,-1.5669736056449037,-0.7536459382477673,-2.5960621761255465,1.1246091415560777
132,-0.7607182741060637,-2.6064976126565007,-1.566964522961321,-0.7546962530238343,-2.5938581529964595,1.164191180759165
133,-0.7607162873886588,-2.606497707489339,-1.5669554495286404,-0.7552668293955949,-2.5985861574228233,1.2169746972729623
134,-0.760714301142963,-2.606497802309387,-1.5669463842232725,-0.7561803772192933,-2.601624528021745,1.2598028586477648
135,-0.7607123153119694,-2.6064978971205193,-1.5669373260587343,-0.750477646356877,-2.6101645443769157,1.3021801873054195
136,-0.7607103298456375,-2.606497991926057,-1.5669282741689023,-0.7553054433305159,-2.6117020203415646,1.3400561379582279
137,-0.7607083447000423,-2.6064980867288496,-1.566919227793313,-0.7569941148814513,-2.6140066543642173,1.3475097407290593
138,-0.7607063598366236,-2.6064981815313426,-1.5669101862642605,-0.7599885360750122,-2.617268800091801,1.4366154864356264
139,-0.7607043752215301,-2.606498276335637,-1.5669011489954652,-0.7584614108840989,-2.618169088372974,1.466481429024052
140,-0.7607023908250424,-2.6064983711435374,-1.5668921154721254,-0.7577075122550051,-2.6163585649008305,1.4754111544571606
141,-0.760700406621068,-2.606498465956598,-1.566883085242186,-0.7518694165942864,-2.610622721367939,1.3628375413690454
142,-0.7606984225866964,-2.606498560776152,-1.566874057908675,-0.7584430907633483,-2.607511533997793,1.2664326570946698
143,-0.7606964387018105,-2.6064986556033483,-1.5668650331229719,-0.7589821258203253,-2.6005764353747414,1.3292120641080933
144,-0.7606944549487443,-2.606498750439173,-1.5668560105788933,-0.7571313732703396,-2.6009514672733505,1.4245881781497371
145,-0.760692471311983,-2.606498845284474,-1.5668469900075164,-0.7578555007173952,-2.598266141173337,1.446407219954647
146,-0.7606904877779002,-2.6064989401399807,-1.5668379711726177,-0.7623849951751756,-2.6025428062124627,1.4549266033622898
147,-0.7606885043345254,-2.6064990350063186,-1.5668289538666818,-0.7551316398968791,-2.609909605334327,1.456046495493798
148,-0.7606865209713431,-2.606499129884022,-1.5668199379073844,-0.7578587144153403,-2.6072090630185305,1.4446694898479726
149,-0.7606845376791141,-2.6064992247735503,-1.566810923134521,-0.7588065242586831,-2.605409591239616,1.3987149565218424
150,-0.7606825544497183,-2.6064993196752932,-1.566801909407294,-0.7595031509052319,-2.5990740432253934,1.3277855106458065
151,-0.7606805712760187,-2.606499414589584,-1.566792896601944,-0.7612473133026244,-2.6029082052435326,1.4849034151289757
152,-0.7606785881517412,-2.606499509516704,-1.566783884609665,-0.7606127756582949,-2.607011493783408,1.4413322874343746
153,-0.7606766050713681,-2.6064996044568898,-1.566774873334773,-0.7612650928013498,-2.6119426803858254,1.4347565990258553
154,-0.7606746220300463,-2.6064996994103415,-1.5667658626931031,-0.7593083941416633,-2.6110285002701796,1.4397581615407653
155,-0.760672639023505,-2.6064997943772235,-1.5667568526105993,-0.7657384006510216,-2.6095987017462208,1.4520367577517628
156,-0.7606706560479856,-2.6064998893576723,-1.5667478430220698,-0.7680301699380851,-2.613330387335355,1.594147017958279
157,-0.7606686731001773,-2.606499984351798,-1.5667388338701165,-0.7657296827876328,-2.6163650442533752,1.855656681983376
158,-0.7606666901771636,-2.606500079359688,-1.5667298251041637,-0.7562247335413272,-2.6127288164759968,2.1255183453256254
159,-0.7606647072763734,-2.606500174381411,-1.5667208166796345,-0.7621408765682287,-2.614910945470872,2.31169249277771
160,-0.7606627243955385,-2.6065002694170163,-1.566711808557212,-0.7641625024866964,-2.6105142867528186,2.2932588456492944
161,-0.7606607415326572,-2.6065003644665405,-1.5667028007021901,-0.7590030627758234,-2.6106454777607584,2.2723349509738964
162,-0.7606587586859601,-2.606500459530005,-1.5666937930839142,-0.7652341193687112,-2.6135946889083543,2.3818114423151133
163,-0.7606567758538829,-2.60650055460742,-1.5666847856752857,-0.7594291828804581,-2.6132610206619877,2.4618659260460856
164,-0.760654793035041,-2.606500649698786,-1.5666757784523138,-0.7607001797029538,-2.6049586398135878,2.4877086104272674
165,-0.7606528102282071,-2.606500744804092,-1.5666667713937477,-0.7645891141715824,-2.6019808594085165,2.5882963254180504
166,-0.7606508274322917,-2.606500839923322,-1.5666577644807365,-0.756219615230522,-2.612559323386811,2.5860592061915937
167,-0.7606488446463268,-2.6065009350564505,-1.566648757696529,-0.7527072264902422,-2.610805823263898,2.500540779571788
168,-0.7606468618694501,-2.606501030203446,-1.5666397510262207,-0.7497332960098843,-2.6190330468752028,2.4671603223506606
169,-0.7606448791008927,-2.606501125364273,-1.5666307444565286,-0.7553954254150491,-2.6180604541567174,2.717973481677694
170,-0.7606428963399678,-2.6065012205388887,-1.5666217379755862,-0.7583702590851635,-2.6165599600913025,3.092323419806525
171,-0.7606409135860597,-2.6065013157272463,-1.5666127315727745,-0.7570114059600079,-2.6125043878038263,2.9733559161858807
172,-0.7606389308386151,-2.6065014109292965,-1.566603725238565,-0.7559159087335865,-2.6095417549942774,3.077831228476844
173,-0.7606369480971366,-2.6065015061449857,-1.566594718964391,-0.7574878720601976,-2.607278948220792,3.12042799003133
174,-0.7606349653611747,-2.606501601374257,-1.5665857127425218,-0.7585823186066405,-2.613659325338525,-3.0336175737691873
175,-0.7606329826303222,-2.60650169661705,-1.5665767065659693,-0.7621047238839573,-2.6109800595925785,-3.067865161907648
176,-0.7606309999042093,-2.6065017918733036,-1.5665677004283864,-0.7599447928742445,-2.6108231946687184,-2.8823652729322404
177,-0.7606290171824983,-2.6065018871429535,-1.566558694324,-0.7625105582715478,-2.6100320469853613,-2.394497590876048
178,-0.7606270344648804,-2.6065019824259337,-1.5665496882475323,-0.7595535002087712,-2.6068210517765116,-2.436085972960641
179,-0.7606250517510718,-2.606502077722176,-1.5665406821941446,-0.760999196232022,-2.611314255765787,-2.475131768233011
180,-0.7606230690408105,-2.606502173031611,-1.5665316761593804,-0.7577337391891382,-2.606811097220475,3.106496582642302
181,-0.7606210863338541,-2.606502268354169,-1.5665226701391224,-0.7561977368275059,-2.606567700522414,3.0777195471301857
182,-0.7606191036299771,-2.6065023636897777,-1.5665136641295516,-0.7667227688125562,-2.601535947679731,2.819807488962473
183,-0.7606171209289689,-2.6065024590383654,-1.5665046581271085,-0.7646246323135274,-2.598606790008682,2.765730223363941
184,-0.760615138230632,-2.6065025543998575,-1.5664956521284656,-0.7627024370622869,-2.598403891591587,2.549331362223748
185,-0.7606131555347806,-2.606502649774181,-1.5664866461304991,-0.7622551408764645,-2.593739174942286,2.405362340940505
186,-0.7606111728412388,-2.6065027451612606,-1.5664776401302614,-0.762346145651025,-2.588082314815413,2.3771032849204223
187,-0.76060919014984,-2.606502840561021,-1.5664686341249663,-0.7632445353282856,-2.5899460219955173,2.094933903593467
188,-0.7606072074604254,-2.606502935973388,-1.566459628111968,-0.7586942235034853,-2.593971538715139,1.7102086278593944
189,-0.7606052247728434,-2.606503031398285,-1.5664506220887464,-0.7644294004198693,-2.601131702434478,1.4198184753336505
190,-0.7606032420869487,-2.6065031268356362,-1.5664416160528913,-0.7659894011751701,-2.5989952861495262,1.3279996871671138
191,-0.7606012594026016,-2.6065032222853666,-1.566432610002092,-0.7638074353564883,-2.6054741289901955,1.1444316238437404
192,-0.7605992767196673,-2.6065033177474,-1.5664236039341304,-0.7724690255321717,-2.6095862985475926,1.067478821493979
193,-0.7605972940380158,-2.6065034132216605,-1.5664145978468638,-0.77002685806514,-2.6025565786919183,0.9323219523738427
194,-0.760595311357521,-2.606503508708073,-1.5664055917382251,-0.7666560808148418,-2.5998551538105104,0.8124316703080036
195,-0.7605933286780604,-2.6065036042065626,-1.566396585606215,-0.7687366516108275,-2.6023719941071652,0.729036716100399
196,-0.7605913459995156,-2.6065036997170536,-1.5663875794488908,-0.7664649745906216,-2.5994301856922024,0.638296773479356
197,-0.76058936332177,-2.6065037952394725,-1.5663785732643705,-0.7635955234085899,-2.60521446061289,0.7026452875324589
198,-0.7605873806447113,-2.6065038907737454,-1.5663695670508182,-0.7629584703235843,-2.6073154954310125,0.7654587970272302
199,-0.7605853979682289,-2.6065039863197983,-1.5663605608064513,-0.7668111404436393,-2.5989863238208324,0.7497611096002069
200,-0.7605834152922151,-2.6065040818775587,-1.5663515545295277,-0.768383763147136,-2.602606924513411,0.7780264063345775
201,-0.7605814326165647,-2.6065041774469546,-1.5663425482183504,-0.7685657316127005,-2.6130111638663562,0.6664789822707271
202,-0.7605794499411747,-2.6065042730279147,-1.5663335418712645,-0.7649347689000534,-2.6077858256441195,0.6510468481072083
203,-0.7605774672659441,-2.6065043686203686,-1.5663245354866506,-0.7571142236294987,-2.6067680044532557,0.7818078243521578
204,-0.7605754845907742,-2.6065044642242468,-1.5663155290629296,-0.7597560295844548,-2.6075216172031856,0.8210578638304743
205,-0.760573501915568,-2.60650455983948,-1.566306522598557,-0.7619810417794314,-2.602173257039823,0.8199997014613782
206,-0.7605715192402315,-2.6065046554660007,-1.5662975160920265,-0.7675619483981098,-2.610928631098543,0.9706504618515744
207,-0.7605695365646712,-2.606504751103742,-1.5662885095418644,-0.7682604199166337,-2.612803241476475,1.0854512051113707
208,-0.7605675538887969,-2.606504846752638,-1.566279502946632,-0.763962273920349,-2.611223764484015,1.1318899856133717
209,-0.7605655712125197,-2.6065049424126236,-1.5662704963049252,-0.7609982675614053,-2.60802071370364,1.2005959831395951
210,-0.7605635885357525,-2.606505038083636,-1.5662614896153766,-0.7609824223279947,-2.605435537783312,1.0619851949536878
211,-0.7605616058584108,-2.6065051337656127,-1.5662524828766469,-0.7593786911083162,-2.605530467821416,1.2098128201535738
212,-0.7605596231804111,-2.6065052294584925,-1.5662434760874362,-0.7604804784293141,-2.6043027514885324,1.2680337959827859
213,-0.7605576405016728,-2.6065053251622152,-1.566234469246477,-0.7590625233090325,-2.603859472118959,1.4168511058800841
214,-0.7605556578221168,-2.606505420876723,-1.5662254623525358,-0.7592036848069315,-2.6080442214970776,1.4896035792749958
215,-0.7605536751416659,-2.6065055166019584,-1.5662164554044145,-0.7580952562916324,-2.6094158083957164,1.433932488199998
216,-0.7605516924602456,-2.606505612337866,-1.5662074484009485,-0.7530502563716955,-2.6130599012475857,1.2770502187192814
217,-0.7605497097777821,-2.6065057080843914,-1.5661984413410113,-0.7556113462238214,-2.606769024144243,1.2096402525496135
218,-0.7605477270942053,-2.606505803841482,-1.5661894342235088,-0.7545305833638309,-2.605701583241261,1.1708963159017103
219,-0.760545744409446,-2.6065058996090866,-1.5661804270473876,-0.742407071866329,-2.604201150927997,1.1570336470602685
220,-0.7605437617234379,-2.606505995387155,-1.5661714198116257,-0.7498092269923229,-2.6034221574056042,1.1315345968873536
221,-0.7605417790361162,-2.6065060911756404,-1.566162412515242,-0.7550218713289161,-2.5954128471371383,1.2272497121695132
222,-0.7605397963474191,-2.606506186974496,-1.5661534051572892,-0.7658220587986675,-2.604903274498761,1.3093445432658968
223,-0.7605378136572863,-2.606506282783676,-1.5661443977368605,-0.7583683321109503,-2.6012461846600603,1.3349106446955483
224,-0.7605358309656601,-2.606506378603138,-1.5661353902530888,-0.7537049520857261,-2.6025329681702294,1.2808589197042441
225,-0.7605338482724849,-2.606506474432842,-1.5661263827051415,-0.7544939672258469,-2.6018383451241,1.2375566848914188
226,-0.7605318655777079,-2.606506570272747,-1.5661173750922281,-0.7604845228413607,-2.6095351840467984,1.215429011362205
227,-0.760529882881278,-2.606506666122815,-1.5661083674135965,-0.7573784155044935,-2.604194878610764,1.1923665785752369
228,-0.7605279001831465,-2.606506761983012,-1.5660993596685377,-0.7571368693119473,-2.600347371129177,1.131366184105058
229,-0.7605259174832679,-2.606506857853302,-1.5660903518563767,-0.7590019314763455,-2.598011037052168,1.1118838248696603
230,-0.7605239347815985,-2.6065069537336547,-1.5660813439764867,-0.7653363678758107,-2.5986222231354885,1.1327377676689785
231,-0.760521952078097,-2.6065070496240383,-1.5660723360282773,-0.7656744669139355,-2.6000512058085405,1.0299583023236154
232,-0.7605199693727247,-2.6065071455244246,-1.5660633280112006,-0.7576019763724792,-2.597120789878359,1.064144106553562
